"Date","CountRaw","CountAdjusted","Species","ParkName"
2022-01-31,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-02-01,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-02-02,1,0.25,"White-tailed Deer","Alvin G. Beaman Park"
2022-02-03,3,0.75,"White-tailed Deer","Alvin G. Beaman Park"
2022-02-04,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-02-05,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-02-06,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-02-07,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-02-08,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-02-09,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-02-10,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-02-11,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-02-12,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-02-13,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-02-14,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-02-15,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-02-16,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-02-17,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-02-18,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-02-19,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-02-20,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-02-21,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-02-22,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-02-23,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-02-24,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-02-25,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-02-26,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-02-27,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-02-28,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-01,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-02,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-03,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-04,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-05,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-06,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-07,1,0.25,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-08,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-09,1,0.25,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-10,2,0.5,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-11,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-12,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-13,1,0.25,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-14,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-15,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-16,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-17,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-18,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-19,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-20,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-21,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-22,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-23,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-24,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-25,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-26,1,0.25,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-27,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-28,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-29,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-30,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-03-31,2,0.5,"White-tailed Deer","Alvin G. Beaman Park"
2022-04-01,7,1.75,"White-tailed Deer","Alvin G. Beaman Park"
2022-04-02,1,0.25,"White-tailed Deer","Alvin G. Beaman Park"
2022-04-03,3,0.75,"White-tailed Deer","Alvin G. Beaman Park"
2022-04-04,5,1.25,"White-tailed Deer","Alvin G. Beaman Park"
2022-04-05,1,0.25,"White-tailed Deer","Alvin G. Beaman Park"
2022-04-06,8,2,"White-tailed Deer","Alvin G. Beaman Park"
2022-04-07,9,2.25,"White-tailed Deer","Alvin G. Beaman Park"
2022-04-08,4,1,"White-tailed Deer","Alvin G. Beaman Park"
2022-04-09,3,0.75,"White-tailed Deer","Alvin G. Beaman Park"
2022-04-10,4,1,"White-tailed Deer","Alvin G. Beaman Park"
2022-04-11,1,0.333333333333333,"White-tailed Deer","Alvin G. Beaman Park"
2022-04-12,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-04-13,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-04-14,7,3.5,"White-tailed Deer","Alvin G. Beaman Park"
2022-04-15,2,1,"White-tailed Deer","Alvin G. Beaman Park"
2022-04-16,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-04-17,5,2.5,"White-tailed Deer","Alvin G. Beaman Park"
2022-04-18,6,3,"White-tailed Deer","Alvin G. Beaman Park"
2022-04-19,3,1.5,"White-tailed Deer","Alvin G. Beaman Park"
2022-04-20,5,2.5,"White-tailed Deer","Alvin G. Beaman Park"
2022-04-21,4,2,"White-tailed Deer","Alvin G. Beaman Park"
2022-04-22,0,0,"White-tailed Deer","Alvin G. Beaman Park"
2022-04-23,2,2,"White-tailed Deer","Alvin G. Beaman Park"
2021-07-20,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-07-21,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-07-22,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-07-23,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-07-24,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-07-25,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-07-26,1,0.25,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-07-27,1,0.25,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-07-28,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-07-29,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-07-30,1,0.25,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-07-31,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-01,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-02,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-03,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-04,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-05,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-06,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-07,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-08,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-09,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-10,1,0.25,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-11,2,0.5,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-12,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-13,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-14,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-15,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-16,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-17,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-18,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-19,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-20,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-21,1,0.25,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-22,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-23,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-24,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-25,1,0.25,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-26,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-27,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-28,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-29,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-30,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-08-31,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-09-01,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-09-02,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-09-03,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-09-04,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-09-05,1,0.25,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-09-06,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-09-07,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-09-08,1,0.25,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-09-09,2,0.5,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-09-10,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-09-11,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-09-12,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-09-13,1,0.25,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-09-14,1,0.25,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-09-15,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-09-16,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-09-17,2,0.5,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-09-18,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-09-19,2,0.666666666666667,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-09-20,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-09-21,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-09-22,1,0.333333333333333,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-09-23,1,0.333333333333333,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-09-24,1,0.333333333333333,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-09-25,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-09-26,3,0.75,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-09-27,1,0.25,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-09-28,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-09-29,2,0.5,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-09-30,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-10-01,3,0.75,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-10-02,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-10-03,1,0.25,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-10-04,3,0.75,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-10-05,2,0.5,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-10-06,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-10-07,1,0.25,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-10-08,2,0.5,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-10-09,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-10-10,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-10-11,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-10-12,5,1.25,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-10-13,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-10-14,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-10-15,1,0.25,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-10-16,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-10-17,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-10-18,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-10-19,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-10-20,1,0.25,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-10-21,2,0.5,"Eastern Gray Squirrel","Alvin G. Beaman Park"
2021-10-22,0,0,"Eastern Gray Squirrel","Alvin G. Beaman Park"
